show_id,title,description
4074,Four Sisters and a Wedding,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues."
4075,It Takes a Man and a Woman,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past."
4076,My Ex & Whys,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
4077,She's Dating the Gangster,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple."
4078,The Breakup Playlist,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.
4079,The Mistress,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.
4080,Unsolved,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.
4081,Zach Galifianakis: Live at the Purple Onion,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
4082,Life of An Outcast,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
4083,The Photographer Of Mauthausen,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.
4084,Bert Kreischer: The Machine,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
4085,Chef's Table,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food."
4086,Firebrand,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage."
4087,Paddleton,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
4088,Paris Is Us,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs."
4089,Shonar Pahar,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.
4090,The Big Family Cooking Showdown,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks."
4091,Z4,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.
4092,The Drug King,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
4093,Kevin James: Sweat the Small Stuff,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
4094,Transformer,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
4095,Genius,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
4096,Black Sea,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist."
4097,Studio 54,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
4098,Awe,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
4099,Ayana,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions."
4100,Behind the Curve,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
4101,Buddies,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
4102,Candyflip,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
4103,Chameli,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
4104,Fatso,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
4105,Hjørdis,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students."
4106,Larry Charles' Dangerous World of Comedy,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places."
4107,Neevevaro,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
4108,Pyaar Ke Side Effects,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
4109,Sur: The Melody of Life,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
4110,The 43,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.
4111,The Breaker Upperers,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
4112,The Kirlian Frequency,"In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina."
4113,Ugly Aur Pagli,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
4114,Yucatán,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
4115,Barbie Dreamhouse Adventures,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.
4116,"Ken Jeong: You Complete Me, Ho","In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
4117,Velvet Colección,"In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff."
4118,Period. End of Sentence.,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
4119,Iron Ladies,Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.
4120,The Break,"A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets."
4121,High Flying Bird,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
4122,Kevin Hart's Guide to Black History,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
4123,One Day at a Time,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom."
4124,ReMastered: The Two Killings of Sam Cooke,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
4125,The Tree of Blood,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
4126,The Last of the Schmucks,"The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple."
4127,Hidden Worlds,"While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep."
4128,Live,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.
4129,"Ray Romano: Right Here, Around the Corner","Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
4130,Safe,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him."
4131,Tayee,An Egyptian doctor becomes a police informant and uses his rare gift of tracking ancient artifacts in the smuggling business.
4132,Violet Evergarden,"The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past."
4133,Romance is a bonus book,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.
4134,Await Further Instructions,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
4135,Manusangada,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
4136,14 Minutes from Earth,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
4137,Dear Ex,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
4138,Free Rein: Valentine's Day,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
4139,Lego DC Comics: Batman Be-Leaguered,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
4140,LEGO Marvel Super Heroes: Black Panther,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
4141,LEGO Marvel Super Heroes: Guardians of the Galaxy,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
4142,Littlest Pet Shop: A World of Our Own,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves."
4143,Russian Doll,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop – and staring down the barrel of her own mortality.
4144,Sparta,"While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game."
4145,Sword Art Online Alternative: Gun Gale Online,College student Karen takes up Gun Gale Online and gets a reputation as the Pink Demon. Then her gaming buddy Pitohui asks her to join the Squad Jam.
4146,True: Happy Hearts Day,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
4147,Velvet Buzzsaw,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
4148,Hantu Kak Limah,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
4149,Love Off the Cuff,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.
4150,Paprika,Stan and Olivia – the amazingly different Paprika twins – use their boundless enthusiasm to turn everyday life into an extraordinary adventure.
4151,Maharaja: The Story of Ranjit Singh,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
4152,Virsa,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
4153,Bhasmasur,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
4154,"Gabriel ""Fluffy"" Iglesias: One Show Fits All","Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
4155,High Society,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
4156,Up Among  The Stars,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
4157,Alt-Right: Age of Rage,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
4158,Habibie & Ainun,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
4159,Nathicharami,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
4160,Rudy Habibie,"A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
4161,Surga Yang Tak Dirindukan,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
4162,Surga Yang Tak Dirindukan 2,"In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
4163,A Taiwanese Tale of Two Cities,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters."
4164,Z Nation,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine."
4165,Goyo: The Boy General,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
4166,Animas,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
4167,Black Earth Rising,"Adopted by a human rights attorney after the Rwandan genocide, legal investigator Kate Ashby confronts her past when she takes on war crimes cases."
4168,Club of Crows,A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”
4169,Examination of Conscience,"Allegations of child sexual abuse in Spain's Catholic institutions are examined in interviews with survivors, clergy, journalists and other experts."
4170,Mi Obra Maestra,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
4171,Polar,"An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out."
4172,The Perfect Match,"A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance."
4173,Conversations with a Killer: The Ted Bundy Tapes,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy."
4174,Just Love,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
4175,Innocent,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets."
4176,Close,"When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back."
4177,FYRE: The Greatest Party That Never Happened,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
4178,IO,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
4179,Marvel's The Punisher,A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
4180,Memory Love,"Losing her memory – and her boyfriend – after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past."
4181,Old Lord Savanna,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
4182,Patria,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
4183,Soni,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
4184,The World's Most Extraordinary Homes,Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.
4185,Trigger Warning with Killer Mike,"In this funny and provocative series, rapper and activist Killer Mike puts his revolutionary ideas about achieving social change into action."
4186,Abducted in Plain Sight,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
4187,"Abdullah, The Final Witness","Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
4188,Adhugo,A fast-footed piglet named Bunty becomes an object of desire for rival criminals that want the swift swine for their profitable animal-racing schemes.
4189,Echcharikkai,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
4190,Lavender,"Before one of them moves to the U.S., two childhood friends promise to reunite as adults. But illness and the vagaries of the heart stand in the way."
4191,Pandigai,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
4192,Pari,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
4193,Revenger,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
4194,Sebastian Maniscalco: Stay Hungry,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
4195,The Doll,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
4196,The Doll 2,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
4197,La Grande Chaumière Violette,"Reminiscing about his youth in Taiwan's turbulent 1920s, Guo Xuehu reflects on his passion for art, a friendship with a painter – and a doomed romance."
4198,Baazaar,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
4199,All of You,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
4200,Back with the Ex,New beginnings or old baggage? Four singles have one chance to reignite romance with an ex – or leave the past behind for good.
4201,Friends from College,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age."
4202,Hardy Bucks,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo."
4203,Horrid Henry,"To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool."
4204,ReMastered: Massacre at the Stadium,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
4205,Solo,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
4206,The Last Laugh,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
4207,Pocoyo,Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.
4208,When Heroes Fly,"Years after a bitter falling out, four Israeli military veterans reunite and travel to Colombia in search of a loved one they'd presumed to be dead."
4209,GODZILLA The Planet Eater,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
4210,Next Enti?,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
4211,Komola Rocket,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
4212,Nang Nak,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
4213,And Breathe Normally,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
4214,El Potro: Unstoppable,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
4215,Lionheart,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
4216,See You in Time,A series of mysterious text messages from the future sends ripples through the lives of a delivery woman and an accomplished cyclist.
4217,Déjà Vu,"After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price."
4218,Monty Python and the Holy Grail,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
4219,A Series of Unfortunate Events,"The extraordinary Baudelaire orphans face trials, tribulations and the evil Count Olaf in their fateful quest to unlock long-held family secrets."
4220,Back to the 90s,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
4221,COMEDIANS of the world,This global stand-up comedy series features a diverse set of comics from 13 regions bringing their perspectives on what's funny around the world.
4222,Merku Thodarchi Malai,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
4223,Moshe Kasher: Live in Oakland,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
4224,Pokémon the Movie: I Choose You!,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
4225,Puriyatha Puthir,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
4226,Taramani,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
4227,The Paper,A construction magnate takes over a struggling newspaper and attempts to wield editorial influence for power and personal gain.
4228,Tidying Up with Marie Kondo,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter – and choose joy."
4229,Whitney Cummings: Money Shot,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
4230,Bill Hicks: One Night Stand,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
4231,Bill Hicks: Reflections,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness."
4232,Bill Hicks: Relentless,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
4233,Bill Hicks: Revelations,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
4234,Bill Hicks: Sane Man,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
4235,Gina Yashere: Laughing to America,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
4236,Gina Yashere: Skinny B*tch,"Standup comedian and ""Daily Show"" correspondent Gina Yashere delivers a sharp set of wry observations on the environment, money and more."
4237,Mexicanos de Bronce,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
4238,Sam Kinison: Breaking the Rules,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
4239,Sam Kinison: Family Entertainment Hour,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
4240,Sam Kinison: Live in Vegas,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
4241,Sam Kinison: The Scream Continues,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.
4242,Secrets in the Hot Spring,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst."
4243,Taylor Swift reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
4244,The Seven Deadly Sins the Movie: Prisoners of the Sky,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
4245,Tim Allen: Men Are Pigs,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
4246,Tim Allen: ReWires America,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
4247,Tim Minchin And The Heritage Orchestra Live,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
4248,Tim Minchin: So F**king Rock,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
4249,Todd Glass: Stand-Up Special,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
4250,Tom Papa Live in New York City,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
4251,Pioneers: First Women Filmmakers*,"This collection restores films from women who tackled hot-button issues, transcended norms, and left a mark on the history of cinema and the industry."
4252,In Family We Trust,"When the head of the lucrative family business passes away, his will leaves the clan at extreme odds."
4253,A Twelve Year Night,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
4254,Black Mirror: Bandersnatch,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings."
4255,Hashoter Hatov,An honest – though overzealous – police officer strives to do good work while dealing with his bickering parents and incompetent coworkers.
4256,Life Ki Toh Lag Gayi,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
4257,Murder Mountain,"In Humboldt County, California, the big business of legal marijuana brings in visitors from around the world. Some are never seen again."
4258,Selection Day,Two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.
4259,The Birth Reborn 3,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
4260,When Angels Sleep,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
4261,Stand Up and Away! with Brian Regan,Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.
4262,Way Back into Love,"After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
4263,Watership Down,A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
4264,Demon's Path,"To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death."
4265,People Just Do Nothing,Spinning old-school beats is just another day at the office for the naive DJs of a pirate radio station who juggle family life with their passion.
4266,Single Ladies Senior,Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
4267,7 Days Out,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food."
4268,Bad Seeds,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
4269,Bird Box,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
4270,Jojo's World,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
4271,LAST HOPE,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created."
4272,Lion Pride,"After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
4273,Love @ Seventeen,"Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
4274,Perfume,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her."
4275,Sirius the Jaeger,"In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy."
4276,Struggle: The Life and Lost Art of Szukalski,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
4277,Wolf,"Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
4278,23:59,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
4279,Aggretsuko: We Wish You a Metal Christmas,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
4280,Fate/stay night: Unlimited Blade Works,High school students Rin and Shiro pair up as allies when they're chosen to compete in a secret tournament for possession of the Holy Grail.
4281,Imperfect,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble."
4282,Lang Tong,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister."
4283,Miss J Contemplates Her Choice,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.
4284,Ascharyachakit!,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer."
4285,Ellen DeGeneres: Relatable,"In her first special since 2003, Ellen revisits her road to stardom and details the heartfelt – and hilarious – lessons she's learned along the way."
4286,Lilli,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
4287,Prince of Peoria: A Christmas Moose Miracle,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day."
4288,Andhadhun,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
4289,Ashes of Love,"Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them."
4290,Dragons: Dawn of the Dragon Racers,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition."
4291,DreamWorks Holiday Classics,"Join your DreamWorks friends for these four holiday specials, featuring Shrek and Donkey, Hiccup and Toothless, and the wacky animals from Madagascar."
4292,Kill the Messenger,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
4293,Maps to the Stars,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.
